Name,Organization,Year Elected,Status
Charles C. Jones,Columbian Agricultural Society,1812,Member
Thomas McKenney,Columbian Agricultural Society,1812,Member
Charles Worthington,Columbian Agricultural Society,1812,Member
Joel Barlow,Columbian Agricultural Society,1812,Member
Robert Graham,Columbian Agricultural Society,1812,Member
Alexander Henderson,Columbian Agricultural Society,1812,Member
John Williams,Columbian Agricultural Society,1812,Member
George Graham,Columbian Agricultural Society,1812,Member
George Mason,Columbian Agricultural Society,1812,Member
Henry Foxall,Columbian Agricultural Society,1812,Member
John Threlkeld,Columbian Agricultural Society,1812,Member
William Marbury,Columbian Agricultural Society,1812,Member
John Cox,Columbian Agricultural Society,1812,Member
Washington Bowie,Columbian Agricultural Society,1812,Member
Thomas Corcoran,Columbian Agricultural Society,1812,Member
William Whann,Columbian Agricultural Society,1812,Member
Thomas Peter,Columbian Agricultural Society,1812,Member
Marsham Waring,Columbian Agricultural Society,1812,Member
James Dunlap,Columbian Agricultural Society,1812,Member
Walter Smith,Columbian Agricultural Society,1812,Member
William Lee,Columbian Agricultural Society,1812,Member
A.L. Joncherez,Columbian Agricultural Society,1812,Member
John W. Bronaugh,Columbian Agricultural Society,1812,Member
Thomas Davis,Columbian Agricultural Society,1812,Member
John C. Thomas,Columbian Agricultural Society,1812,Member
Richard Snowden,Columbian Agricultural Society,1812,Member
Thomas Snowden,Columbian Agricultural Society,1812,Member
Joseph Nourse,Columbian Agricultural Society,1812,Member
George Calvert,Columbian Agricultural Society,1812,Member
John Cook,Columbian Agricultural Society,1812,Member
Daniel C. Brent,Columbian Agricultural Society,1812,Member
Isaac Briggs,Columbian Agricultural Society,1812,Member
Bernard Gilpin,Columbian Agricultural Society,1812,Member
Roger Brooke,Columbian Agricultural Society,1812,Member
James Madison,Federal Government,1816,Member
vacant,Federal Government,1816,Member
James Monroe,Federal Government,1816,Member
John Graham,Federal Government,1816,Member
Stephen Pleasonton,Federal Government,1816,Member
Daniel Brent,Federal Government,1816,Member
Richard Forrest,Federal Government,1816,Member
John B. Colvin,Federal Government,1816,Member
Josiah W. King,Federal Government,1816,Member
J.H. Purviance,Federal Government,1816,Member
John P. Maul,Federal Government,1816,Member
Joseph Warren,Federal Government,1816,Member
William Thorton,Federal Government,1816,Member
William Elliot,Federal Government,1816,Member
Benjmin Fenwick,Federal Government,1816,Member
Alexander J. Dallas,Federal Government,1816,Member
Edward Jones,Federal Government,1816,Member
James N. Taylor,Federal Government,1816,Member
James L. Anthony,Federal Government,1816,Member
Samuel McKean,Federal Government,1816,Member
Edward Fox jun.,Federal Government,1816,Member
Thomas Dungan,Federal Government,1816,Member
William Gibson,Federal Government,1816,Member
John Connell ,Federal Government,1816,Member
Wm. Eisenbeck,Federal Government,1816,Member
Joseph Anderson,Federal Government,1816,Member
William G.D. Worthington,Federal Government,1816,Member
John Laub,Federal Government,1816,Member
Andrew Ross,Federal Government,1816,Member
Samuel Hanson,Federal Government,1816,Member
Charles P. Polk,Federal Government,1816,Member
John Woodside,Federal Government,1816,Member
Lund Washington,Federal Government,1816,Member
Richard H. Briscoe,Federal Government,1816,Member
William Williamson,Federal Government,1816,Member
James Larned,Federal Government,1816,Member
Benjamin Harrison,Federal Government,1816,Member
John Knapp,Federal Government,1816,Member
Pontius D. Stelle,Federal Government,1816,Member
David P. Polk,Federal Government,1816,Member
John N. Lovejoy,Federal Government,1816,Member
John N. Lovejoy,Federal Government,1816,Member
Richard Harrison,Federal Government,1816,Member
Patrick Ferrall,Federal Government,1816,Member
William Parker,Federal Government,1816,Member
William Morton,Federal Government,1816,Member
Ezekiel King,Federal Government,1816,Member
John Coyle,Federal Government,1816,Member
James Watson,Federal Government,1816,Member
William Felch,Federal Government,1816,Member
David Easton,Federal Government,1816,Member
Thomas G. Slye,Federal Government,1816,Member
Jeremiah Williams,Federal Government,1816,Member
John Coyle jun.,Federal Government,1816,Member
John Underwood,Federal Government,1816,Member
James D. King,Federal Government,1816,Member
James Goddard,Federal Government,1816,Member
Thomas Barclay,Federal Government,1816,Member
Charles B. Davis,Federal Government,1816,Member
Joseph Nourse,Federal Government,1816,Member
Joshua Dawson,Federal Government,1816,Member
Joseph Stretch,Federal Government,1816,Member
Michael Nourse,Federal Government,1816,Member
James McClary,Federal Government,1816,Member
James Laurie,Federal Government,1816,Member
William Mackey,Federal Government,1816,Member
John S. Haw,Federal Government,1816,Member
Charles Dawson,Federal Government,1816,Member
John D. Barclay,Federal Government,1816,Member
John C. Steiner,Federal Government,1816,Member
Henry M Steiner,Federal Government,1816,Member
W.D. Randolph,Federal Government,1816,Member
Francis Lowndes,Federal Government,1816,Member
John Stretch,Federal Government,1816,Member
Joseph R. Nourse,Federal Government,1816,Member
Thos. L. Thruston,Federal Government,1816,Member
Lewis Salomon,Federal Government,1816,Member
William James,Federal Government,1816,Member
John R. Nourse,Federal Government,1816,Member
Alex. McDonald,Federal Government,1816,Member
Joseph Wilson,Federal Government,1816,Member
John Poor,Federal Government,1816,Member
Peter Knight ,Federal Government,1816,Member
Thomas Tudor Tucker,Federal Government,1816,Member
Samuel Brook,Federal Government,1816,Member
Thomas B. Dashiell,Federal Government,1816,Member
George W. Dashiell,Federal Government,1816,Member
Basil W. Beall,Federal Government,1816,Member
James moore,Federal Government,1816,Member
James Moore,Federal Government,1816,Member
Samuel H. Smith,Federal Government,1816,Member
Robert Polk,Federal Government,1816,Member
Joseph Thaw,Federal Government,1816,Member
Joseph Cassin,Federal Government,1816,Member
Walter B. Beall,Federal Government,1816,Member
Nicholas Harper,Federal Government,1816,Member
Basil Waring,Federal Government,1816,Member
Henry W. Ball,Federal Government,1816,Member
John C. Brush,Federal Government,1816,Member
Littleton Kirkpatrick,Federal Government,1816,Member
John Frank,Federal Government,1816,Member
Josiah Meigs,Federal Government,1816,Member
John Gardiner,Federal Government,1816,Member
Robert King,Federal Government,1816,Member
Frederick T. Tschiffely,Federal Government,1816,Member
Nicholas B. Van Zandt,Federal Government,1816,Member
John M. Moore,Federal Government,1816,Member
Joseph S. Collins,Federal Government,1816,Member
Sterling Gresham,Federal Government,1816,Member
Samuel W. Meigs,Federal Government,1816,Member
Aaron Benjamin,Federal Government,1816,Member
Daniel Brown,Federal Government,1816,Member
Caleb P. Gardiner,Federal Government,1816,Member
Thomas Gunton,Federal Government,1816,Member
Joseph Wilson,Federal Government,1816,Member
William H. Crawford,Federal Government,1816,Member
George Graham,Federal Government,1816,Member
Nathaniel Cuming,Federal Government,1816,Member
Lewis Edwards,Federal Government,1816,Member
George Boyd,Federal Government,1816,Member
Jacob Laub,Federal Government,1816,Member
Giden Davis,Federal Government,1816,Member
Thomas Murtin,Federal Government,1816,Member
William Lambert,Federal Government,1816,Member
Samuel S. Hamilton,Federal Government,1816,Member
William S. Stewart,Federal Government,1816,Member
James L. Edwards,Federal Government,1816,Member
John H. Beall,Federal Government,1816,Member
David Henley,Federal Government,1816,Member
William Hickey,Federal Government,1816,Member
William Markward,Federal Government,1816,Member
John R. Markward,Federal Government,1816,Member
Robert Brent,Federal Government,1816,Member
Nathaniel Frye,Federal Government,1816,Member
Andrew Ramsey,Federal Government,1816,Member
Thomas L. Washington,Federal Government,1816,Member
Timothy P. Andrews,Federal Government,1816,Member
Nathaniel Ford,Federal Government,1816,Member
Richard T. Queen,Federal Government,1816,Member
Reuben Bardine,Federal Government,1816,Member
Edward Stephen,Federal Government,1816,Member
Robert Y. Brent,Federal Government,1816,Member
Valentine Welsh,Federal Government,1816,Member
John C. Brent,Federal Government,1816,Member
Robert P. Washington,Federal Government,1816,Member
Samuel McIntire,Federal Government,1816,Member
Jacob Brodback,Federal Government,1816,Member
Tobias Lear,Federal Government,1816,Member
Peter Hagner,Federal Government,1816,Member
James Eakin,Federal Government,1816,Member
James Thompson,Federal Government,1816,Member
Charles Vinson,Federal Government,1816,Member
James Hodnet,Federal Government,1816,Member
John Wills jun.,Federal Government,1816,Member
John Abbott,Federal Government,1816,Member
John Wilson,Federal Government,1816,Member
James Davidson,Federal Government,1816,Member
Richard Burgess,Federal Government,1816,Member
William Stewart,Federal Government,1816,Member
Samuel Lewis,Federal Government,1816,Member
Edward S. Lewis,Federal Government,1816,Member
Thomas Cook,Federal Government,1816,Member
Christ'r. Andrews,Federal Government,1816,Member
William Ramsay,Federal Government,1816,Member
William Cook,Federal Government,1816,Member
Richard M. Boyer,Federal Government,1816,Member
Ignatius Boone,Federal Government,1816,Member
Lloyd M. Lowe,Federal Government,1816,Member
Charles Dement,Federal Government,1816,Member
Chs. Cruickshank,Federal Government,1816,Member
Jas. Montgomery,Federal Government,1816,Member
John Lindsay,Federal Government,1816,Member
Robert Ellis,Federal Government,1816,Member
Andrew M. Kirk,Federal Government,1816,Member
P.D. Washington,Federal Government,1816,Member
Jas. Davidson jr.,Federal Government,1816,Member
Richard Cutts,Federal Government,1816,Member
Enoch Reynolds,Federal Government,1816,Member
John N. Moulder,Federal Government,1816,Member
Joseph Hinkley,Federal Government,1816,Member
Jonathan Seaver,Federal Government,1816,Member
William Brown ,Federal Government,1816,Member
Enoch M. Lowe,Federal Government,1816,Member
John Ward,Federal Government,1816,Member
John H. Lowe,Federal Government,1816,Member
John Sessford,Federal Government,1816,Member
Benjamin W. Crowninshield,Federal Government,1816,Member
Benjamin Homans,Federal Government,1816,Member
William Blagrove,Federal Government,1816,Member
Noah Fletcher,Federal Government,1816,Member
John Boyle,Federal Government,1816,Member
Henry Rich,Federal Government,1816,Member
William Righter,Federal Government,1816,Member
John Rodgers,Federal Government,1816,Member
Stephen Decatur,Federal Government,1816,Member
David Porter,Federal Government,1816,Member
James K Paulding,Federal Government,1816,Member
Charles W. Goldsborough,Federal Government,1816,Member
Charles G. Dewitt,Federal Government,1816,Member
John Green,Federal Government,1816,Member
Benjamin G. Bowen,Federal Government,1816,Member
Constant Freeman,Federal Government,1816,Member
Thomas H. Gilliss,Federal Government,1816,Member
George Macdaniel,Federal Government,1816,Member
Joseph Mechlin,Federal Government,1816,Member
John Macdaniel,Federal Government,1816,Member
John Craven,Federal Government,1816,Member
Henry Forrest,Federal Government,1816,Member
Ezekiel Macdaniel,Federal Government,1816,Member
Robert Getty,Federal Government,1816,Member
Alexander Suter,Federal Government,1816,Member
William Clagett,Federal Government,1816,Member
James H. Hardy,Federal Government,1816,Member
James Cassin,Federal Government,1816,Member
John B. Martin,Federal Government,1816,Member
Thomas I Sutherland,Federal Government,1816,Member
Return J. Meigs,Federal Government,1816,Member
Abraham Bradley Jr.,Federal Government,1816,Member
Seth Pease,Federal Government,1816,Member
Phineas Bradley,Federal Government,1816,Member
Andrew Coyle,Federal Government,1816,Member
Thomas B.Dyer,Federal Government,1816,Member
James Hewett,Federal Government,1816,Member
John Campbell,Federal Government,1816,Member
Toppan Webster,Federal Government,1816,Member
James M. Varnum,Federal Government,1816,Member
William H. Beard,Federal Government,1816,Member
Obadiah B. Brown,Federal Government,1816,Member
Joseph W. Hand,Federal Government,1816,Member
David Shoemaker,Federal Government,1816,Member
Aaron T. Crane,Federal Government,1816,Member
Bd. H. Tomlinson,Federal Government,1816,Member
Andrew Tate,Federal Government,1816,Member
Stephen W. Gray,Federal Government,1816,Member
John MacLeod,Federal Government,1816,Member
Thomas Arbuckle,Federal Government,1816,Member
Alexander Dyer,Federal Government,1816,Member
Chauncey Bestor,Federal Government,1816,Member
Charles Bell,Federal Government,1816,Member
Joseph Borroughs,Federal Government,1816,Member
Nathaniel Herbert,Federal Government,1816,Member
Charles Cutts,Federal Government,1816,Member
Samuel Turner,Federal Government,1816,Member
John G. McDonald,Federal Government,1816,Member
Lewis H. Machen,Federal Government,1816,Member
Mountjoy Bayly,Federal Government,1816,Member
Henry Tims,Federal Government,1816,Member
Thomas Dougherty,Federal Government,1816,Member
Samuel Burch,Federal Government,1816,Member
John T. Frost,Federal Government,1816,Member
Benjamin Sprigg,Federal Government,1816,Member
Brooke M. Berry,Federal Government,1816,Member
Thomas Patterson,Federal Government,1816,Member
Thomas Dunn,Federal Government,1816,Member
Thomas Claxton,Federal Government,1816,Member
Benjamin Burch,Federal Government,1816,Member
James Barron,Federal Government,1816,Member
George Watterston,Federal Government,1816,Member
Richard Bland Lee,Federal Government,1816,Member
Perrin Willis,Federal Government,1816,Member
Thomas L. McKenney,Federal Government,1816,Member
Jere. W. Bronaugh,Federal Government,1816,Member
John W. Rich,Federal Government,1816,Member
Meade Fitzhugh,Federal Government,1816,Member
J.W. Bronaugh,Federal Government,1816,Member
William Miles,Federal Government,1816,Member
